nl|werk over het onderwerp, "Over architectuur" van de Romein Vitruvius, 
nl|is de architectuur gestoeld op drie principes: schoonheid (venustas), stevigheid 
nl|(firmitas) en bruikbaarheid (utilitas). Ze kan dan worden omschreven als 
nl|de balans tussen deze drie elementen, waarbij geen van drieën 
nl|dus overheersend is ten opzichte van de andere twee. De Amsterdamse 
nl|School is een stijl in de bouwkunst, te plaatsen in 
nl|de periode van de Moderne Bouwkunst, waartoe ook onder meer 
nl|De Stijl, het Nieuwe Bouwen, de Chicago School en het 
nl|expressionisme gerekend worden, die als reactie op de zogenaamde neostijlen 
nl|te zien zijn. De Amsterdamse School kenmerkt zich door gebruik van 
nl|expressieve en fantastische vormen, verwant aan het expressionisme. Ze is 
nl|in zekere zin ook een reactie op het rationele werk 
nl|van H.P. Berlage en dan in het bijzonder op de 
nl|Beurs van Berlage (1898-1903), die dus uitdrukkelijk niet tot de 
nl|Amsterdamse School behoort maar gezien kan worden als het begin 
nl|van het Nederlandse traditionalisme. Ook kan de ontwikkeling verklaard worden 
nl|uit de overgang van Nieuwe Kunst en de buitenlandse varianten 
nl|als jugendstil en art nouveau naar wat later – zeker 
nl|wat betreft de decoratieve kunsten ook wel tot de art 
nl|deco wordt gerekend. In 1916 bekritiseerde Michel de Klerk de 
nl|werkmethodiek van Berlage en beschreef daarmee indirect op welke manier 
nl|de nieuwe beweging zich hiervan distantieerde. Tyrosine (afgekort als Tyr of 
nl|Y)[a] is een relatief groot, hydrofiel aminozuur met een aromatische 
nl|zijketen. Als een van de twintig natuurlijk voorkomende α-aminozuren die 
nl|voor eiwitsynthese worden gebruikt, maakt tyrosine deel uit van vrijwel 
nl|elk eiwitmolecuul in alle levensvormen. Tyrosine wordt meestal geclassificeerd als 
nl|een voor mens en dier niet-essentieel aminozuur omdat het lichaam 
nl|(onder normale omstandigheden) voldoende tyrosine kan vormen uit het wel 
nl|essentiële aminozuur fenylalanine. Tyrosine is uitgangsstof voor de aanmaak van een 
nl|aantal belangrijke hormonen en neurotransmitters. Deze signaalmoleculen vormen een centraal 
nl|onderdeel van het sympathisch zenuwstelsel en hun concentraties in het 
nl|lichaam en de hersenen zijn rechtstreeks afhankelijk van de opname 
nl|van tyrosine uit voedsel of van biosynthese. Ook is het 
nl|de voornaamste grondstof van het organische pigment melanine, dat verantwoordelijk 
nl|is voor haar- en huidskleur. Tyrosine speelt eveneens een belangrijke 
nl|rol bij communicatieprocessen in de cel (signaaltransductie), bijvoorbeeld bij het 
nl|veroorzaken van veranderingen in de cel als gevolg van koppeling 
nl|van een hormoon aan een membraanreceptor, dan wel het reguleren 
nl|van enzymatische activiteit. Tyrosine bestaat in twee vormen, de enantiomere L- 
nl|en D-vormen, waarvan alleen de L-vorm natuurlijk voorkomt. Vanwege de 
nl|aanwezigheid van een fenolische hydroxylgroep, is het een polair aminozuur. 
nl|Tyrosine bezit door zijn bijzondere structuur zowel hydrofiele als hydrofobe 
nl|eigenschappen. Het wordt tyrosyl genoemd wanneer ernaar verwezen wordt als 
nl|functionele groep of zijketen. Een tekort aan tyrosine (en zijn precursor 
nl|fenylalanine) veroorzaakt een tekort aan dopamine en noradrenaline, wat gepaard 
nl|gaat met onder meer depressie en apathie. De werking van 
nl|tyrosinesuppletie is onderzocht bij onder meer de volgende aandoeningen: depressie, 
nl|stress, ontwenningsverschijnselen na het stoppen met cocaïne, bij de ziekte 
nl|van Parkinson, fenylketonurie en narcolepsie, de effectiviteit ervan werd daarbij 
nl|lang niet altijd aangetoond. Tyrosine wordt als voedingssupplement verkocht en 
nl|wordt gereguleerd volgens Europese richtlijnen Tyrosine is een proteïnogeen aminozuur: het 
nl|is een van de twintig natuurlijk voorkomende bouwstenen van eiwitten. 
nl|Aminozuren zijn kleine organische moleculen. Ze koppelen in de cel 
nl|in zeer grote aantallen aan elkaar en vormen dan lange 
nl|aminozuurketens. Deze ketens kunnen zich vervolgens opvouwen waardoor een eiwit 
nl|ontstaat met een specifieke ruimtelijke structuur. Eiwitten regelen de stofwisseling, 
nl|het transport en de communicatie van cellen in alle levensvormen: 
nl|in planten, dieren, schimmels en bacteriën. Ze geven vorm en 
nl|stevigheid aan losse cellen en houden de cellen binnen een 
nl|meercellig organisme bijeen. Direct en indirect is tyrosine betrokken bij 
nl|alle levensprocessen. Het woord tyrosine komt van het Griekse woord tyros 
nl|, dat 'kaas' betekent. In 1846 werd tyrosine voor het 
nl|eerst geïsoleerd door Justus von Liebig uit caseïne, waarin het 
nl|in relatief grote hoeveelheden voorkomt. Kaas (vooral Hüttenkäse en ricotta), 
nl|kwark en melk zijn goede bronnen van tyrosine. De kleine 
nl|witte vlekken die soms op kaas zichtbaar zijn, zijn tyrosinekristallen. 
nl|Die getuigen van proteolyse (de afbraak van eiwitten tot aminozuren) 
nl|die plaatsvond tijdens het rijpen van de kaas. Andere voedselbronnen van 
nl|tyrosine zijn eiwitrijke producten, zoals eieren, rund- en varkensvlees, gevogelte, 
nl|vis en schaal- en schelpdieren. Ook in eiwitrijk plantaardig voedsel 
nl|zoals tarwekiemen, havervlokken, amandelen, pecannoten, pompoenpitten, sesamzaad, limabonen, avocado's, kikkererwten, 
nl|linzen, sojabonen en zonnebloempitten komt tyrosine veel voor. De volgende voorbeelden 
nl|geven een overzicht van het tyrosinegehalte in verschillende levensmiddelen. Naast 
nl|de hoeveelheid tyrosine per 100 gram levensmiddel is het procentuele 
nl|aandeel van tyrosine in het voedingseiwit aangegeven Tyrosine is een reukloze 
nl|vaste stof die kristallen vormt en die over het algemeen 
nl|een witachtig uiterlijk heeft. Zoals alle aminozuren bestaat tyrosine uit 
nl|vijf componenten, namelijk een centraal koolstofatoom die vier verschillende groepen 
nl|draagt: een zuurgroep, een aminogroep, een waterstofatoom en een variabele 
nl|groep, die in het geval van tyrosine een methylfenolgroep is. 
nl|De algemene formule van tyrosine is Tyrosine heeft door de aanwezigheid 
nl|van zijn aromatische zijketen een aantal bijzondere eigenschappen. Het residu 
nl|van tyrosine (de fenolische zijketen) speelt een rol bij biochemische 
nl|communicatieprocessen (signaaltransductie). Tyrosine maakt deel uit van een bepaalde membraanreceptor, 
nl|de zogenaamde receptor-tyrosinekinase (RTK). Membraanreceptoren hebben een extracellulair domein en 
nl|een intracellulair domein. RTK kan, door de aanwezigheid van signaalmoleculen 
nl|buiten de cel, met een andere receptor binden, een proces 
nl|genaamd dimerisatie. Wanneer dit gebeurt, zullen de intracellulaire domeinen van 
nl|RTK geactiveerd worden. Dit zijn tyrosine-kinasen. Tussen de geactiveerde domeinen 
nl|treedt fosforylering op. De aromatische zijketen van tyrosine fungeert als 
nl|ontvanger van fosfaatgroepen. Feest- en gedenkdagen zijn dagen waarin een historische 
nl|gebeurtenis of historisch feit op nationale of internationale schaal algemeen 
nl|of door bepaalde groepen in de maatschappij worden herdacht. Feestdagen 
nl|die bij wet vastgelegd zijn en waarop werknemers doorgaans vrijaf 
nl|hebben zijn wettelijke of officiële feestdagen. Carnaval is van oorsprong een 
nl|gekerstend heidens volksfeest. Het valt binnen de christelijke traditie op 
nl|de zondag, maandag en dinsdag direct voorafgaand aan de vastentijd 
nl|van 40 dagen. Nederland is een van de samenstellende landen van 
nl|het Koninkrijk der Nederlanden Het land ligt voor het overgrote deel 
nl|in het noordwesten van Europa, aan de Noordzee, aangevuld met 
nl|drie bijzondere gemeenten in de Caribische Zee. Europees Nederland wordt 
nl|in het zuiden begrensd door België, langs de oostgrens door 
nl|Duitsland en aan west- en noordzijde door de zee. De 
nl|hoofdstad van Nederland is Amsterdam, de regeringszetel is Den Haag. Nederland 
nl|heeft een inwonertal van 17.084.719 (2017) en met een oppervlakte 
nl|van 41.543 km² een hoge bevolkingsdichtheid van 411,3/km² (2017). Ruim 
nl|18% van het oppervlak bestaat uit water en een groot 
nl|deel van het land en de bevolking bevindt zich onder 
nl|zeeniveau.[9] Het land wordt beschermd tegen het water door middel 
nl|van een systeem van dijken en waterwerken. Door landwinning zijn 
nl|polders gecreëerd. Bestuurlijk is het land verdeeld in twaalf provincies. Nederland 
nl|werd onafhankelijk tijdens de Tachtigjarige Oorlog (1568-1648), waarin de gezamenlijke 
nl|Noordelijke en Zuidelijke Nederlanden tegen de Spaanse overheersing in opstand 
nl|kwamen. In 1579 vormden de Noordelijke Nederlanden de Unie van 
nl|Utrecht, waarmee een nieuwe politieke entiteit ontstond. Met de Acte 
nl|van Verlatinghe van 1581 werd door de gewesten van die 
nl|unie de onafhankelijkheid van de Republiek der Zeven Verenigde Nederlanden 
nl|uitgeroepen. Deze werd vanaf 1609, bij het begin van het 
nl|Twaalfjarig Bestand, internationaal erkend, en na de Vrede van Münster 
nl|(1648) ook door Spanje. Vanaf de Franse tijd (1795-1813) ontwikkelde 
nl|Nederland zich tot een natiestaat, aanvankelijk als het Verenigd Koninkrijk 
nl|der Nederlanden in 1815, dat door de Belgische Revolutie in 
nl|1830 echter alweer uiteenviel. De dekolonisatie maakte in de 20e 
nl|eeuw een einde aan de Nederlandse koloniën. Tegenwoordig is Nederland een 
nl|van de meest ontwikkelde landen als 's werelds zevende economie 
nl|naar bbp per hoofd van de bevolking (2009). Het bezet 
nl|de vierde plaats in de index van de menselijke ontwikkeling 
nl|(2013). De Nederlandse economie steunt vooral op een zeer hoog 
nl|ontwikkelde land- en tuinbouwsector, de dienstensector en de internationale handel, 
nl|met name op de doorvoer van goederen naar Duitsland. Nederland is 
nl|sinds 1848 een parlementaire democratie onder een constitutionele monarchie, een 
nl|staatsvorm waarbij de macht gedeeld wordt door de koning(in), de 
nl|ministers (onder wie de minister-president) en de twee kamers van 
nl|het parlement. Nederland was medeoprichter van onder meer de Europese 
nl|Unie, de G-10, de NAVO, de Wereldhandelsorganisatie en de OESO. 
nl|Met België en Luxemburg vormt het de Benelux. Den Haag 
nl|speelt een belangrijke internationale rol op juridisch gebied, als locatie 
nl|voor vier internationale tribunalen en Europol. Een jaar is de relatieve 
nl|eenheid van tijd die de periode beschrijft waarin een planeet 
nl|om zijn ster draait. In het algemeen taalgebruik is een jaar 
nl|een in dagen getelde periode die gebaseerd is op de 
nl|tijd die het de aarde kost om eenmaal om de 
nl|zon te draaien. Volgens de gregoriaanse kalender telt een jaar 365 
nl|dagen. In de regel om de vier jaar wordt daar 
nl|een dag bijgeteld om te compenseren voor het feit dat 
nl|de omgang om de zon niet precies in hele dagen 
nl|is te meten. Men noemt zo'n jaar een schrikkeljaar. De 
nl|juliaanse kalender had eenmaal in de vier jaar een schrikkeljaar, 
nl|en duurde dus gemiddeld 365,25 dagen (365d 6u). De gregoriaanse 
nl|kalender heeft iets minder schrikkeldagen, en duurt gemiddeld 365,2425 dagen 
nl|(365d 5u 49m 12s). Een jaar volgens onze huidige (gregoriaanse) 
nl|kalender noemt men een kalenderjaar of burgerlijk jaar. Een Zwitsers zakmes 
nl|is een multifunctioneel hulpmiddel. Het is een zakmes met eventueel, afhankelijk 
nl|van de uitvoering, andere hulpmiddelen, zoals een schaar, een getand 
nl|mes, pincet, blikopener en schroevendraaier. Deze zitten opgevouwen in het 
nl|handvat van het mes en kunnen met een draaiende beweging 
nl|worden geopend. Vele verschillende types Zwitserse zakmessen zijn verkrijgbaar, met 
nl|verschillende hulpmiddelcombinaties voor specifieke taken (speciale gereedschappen zijn o.a. een 
nl|hoogtemeter, een klok, een lampje, een pen of een aansteker). Er 
nl|zijn ook vele goedkope imitaties, gewoonlijk uit China.Een toiletblok is 
nl|een desinfecterend blokje dat wordt gebruikt in de toiletten. Het 
nl|geheel bestaat meestal uit een plastic omhulsel, waarin een geurafscheidend 
nl|en een in water oplosbaar blokje zit. De houder wordt 
nl|aan de rand van de toiletpot bevestigd met een eenvoudige 
nl|klem. Het blokje, dat meestal een vaste, maar kneedbare substantie is, 
nl|kan ook een soort gel zijn, die via kleine poriën 
nl|in de houder kan worden afgegeven. De blokjes of de 
nl|gel kunnen kleurloos zijn of een typische groene of blauwe 
nl|kleurstof bevatten. Behalve het feit dat deze blokjes desinfecterend werken en 
nl|een lekkere geur verspreiden, helpen de meeste ook tegen ketelsteenHeden 
nl|ten dage gebruikt men tandpasta voor de dagelijkse mondhygiëne, met 
nl|als hulpmiddel de tandenborstel. Voor tandpasta voor jonge kinderen en kinderen 
nl|in de wisselfase worden vaak minder agressieve grondstoffen gebruikt dan 
nl|in gewone tandpasta. Dat is nodig omdat melkgebitten andere bescherming 
nl|behoeven dan de blijvende tanden en kiezen en ook omdat 
nl|sommige jonge kinderen de neiging hebben om tandpasta te eten. 
nl|Wellicht heeft dat dan weer te maken met het feit 
nl|dat kindertandpasta meestal een lekker zoete vruchtensmaak een een vrolijke 
nl|kleur heeft. Met shampoo - een uit het Hindi afkomstig woord 
nl|- wordt een product bedoeld, meestal in vloeibare vorm, dat 
nl|bedoeld is om haar te wassen of te reinigen. Een shampoo 
nl|dient veel schuim te ontwikkelen om stof en vuil van 
nl|de haren en hoofdhuid te verwijderen door af te spoelen 
nl|met water, zonder evenwel de natuurlijke oliën die het haar 
nl|beschermen mee te verwijderen. Er zijn vele verschillende shampoos voor 
nl|verschillende haartypes, anti-roos-shampoo, babyshampoo (niet prikkelend voor de ogen) en 
nl|nog veel meer soorten. Shampoo wordt soms in poedervorm gemaakt. Voor 
nl|honden, katten of andere huisdieren bestaan er eveneens shampoos, soms 
nl|met insecticides om vlooien en dergelijke te bestrijden.Een barbecue (afgekort: 
nl|BBQ of bbq; vaak foutief als "barbeque" geschreven) is een 
nl|gebruiksvoorwerp waarmee men vlees en andere voedingsproducten kan bereiden door 
nl|deze te roosteren. Deze kooktechniek wordt ook wel barbecueën genoemd. Vaak 
nl|worden de warmte en het vuur van een barbecue, die 
nl|nodig zijn om te roosteren, gemaakt door houtskoolbriketten aan te 
nl|steken. Een scheutje spiritus vooraf over de houtskool wordt daarbij 
nl|soms als hulp gebruikt. Er zijn gevallen bekend waarbij onzorgvuldig 
nl|gebruik hiervan brandwonden heeft veroorzaakt. Er zijn tegenwoordig ook elektrische 
nl|en gasbarbecues, die binnen kunnen gebruikt worden.Voor de barbecue wordt 
nl|vaak vlees, gevogelte en vis gebruikt. Een tuin is een (afgesloten) 
nl|stuk grond waar siergewassen, groente en/of kruiden (voor eigen gebruik) 
nl|worden verbouwd. Met het ontstaan van de eerste vaste woonplaatsen, verschenen 
nl|ook de eerste akkertjes. Om vernieling en vraat van dieren 
nl|en gewassen te voorkomen werd er een dichte, vaak stekelige 
nl|beplanting, eromheen geplaatst. Omdat in Nederland de wilg, de hazelaar 
nl|en de meidoorn van nature veel voorkomen, werden deze vaak 
nl|gebruikt als omheining. Het ging dan om de twee- of 
nl|driejarige takken daarvan: deze zijn soepel en buigzaam genoeg om 
nl|ermee te kunnen vlechten. Zo'n omheining noemde men een tuun 
nl|of een tuin (in het verwante Duits betekent Zaun nog 
nl|steeds omheining). Later ging de naam van de omsluiting over 
nl|op het omsloten terrein zelf. Daarnaast werd er bij de bouw 
nl|van een klooster ook een ommuurde tuin aangelegd voor de 
