nl|ontstaat met een specifieke ruimtelijke structuur. Eiwitten regelen de stofwisseling, het transport en de communicatie van cellen in alle levensvormen: in planten, dieren, schimmels en bacteriën. Ze geven vorm en stevigheid aan losse cellen en houden de cellen binnen een meercellig organisme bijeen. Direct en indirect is tyrosine betrokken bij 
nl|alle levensprocessen. Het woord tyrosine komt van het Griekse woord tyros , dat 'kaas' betekent. In 1846 werd tyrosine voor het eerst geïsoleerd door Justus von Liebig uit caseïne, waarin het in relatief grote hoeveelheden voorkomt. Kaas (vooral Hüttenkäse en ricotta), kwark en melk zijn goede bronnen van tyrosine. De kleine 
nl|witte vlekken die soms op kaas zichtbaar zijn, zijn tyrosinekristallen. Die getuigen van proteolyse (de afbraak van eiwitten tot aminozuren) die plaatsvond tijdens het rijpen van de kaas. Andere voedselbronnen van tyrosine zijn eiwitrijke producten, zoals eieren, rund- en varkensvlees, gevogelte, vis en schaal- en schelpdieren. Ook in eiwitrijk plantaardig voedsel 
nl|zoals tarwekiemen, havervlokken, amandelen, pecannoten, pompoenpitten, sesamzaad, limabonen, avocado's, kikkererwten, linzen, sojabonen en zonnebloempitten komt tyrosine veel voor. De volgende voorbeelden geven een overzicht van het tyrosinegehalte in verschillende levensmiddelen. Naast de hoeveelheid tyrosine per 100 gram levensmiddel is het procentuele aandeel van tyrosine in het voedingseiwit aangegeven Tyrosine is een reukloze 
nl|vaste stof die kristallen vormt en die over het algemeen een witachtig uiterlijk heeft. Zoals alle aminozuren bestaat tyrosine uit vijf componenten, namelijk een centraal koolstofatoom die vier verschillende groepen draagt: een zuurgroep, een aminogroep, een waterstofatoom en een variabele groep, die in het geval van tyrosine een methylfenolgroep is. 
nl|De algemene formule van tyrosine is Tyrosine heeft door de aanwezigheid van zijn aromatische zijketen een aantal bijzondere eigenschappen. Het residu van tyrosine (de fenolische zijketen) speelt een rol bij biochemische communicatieprocessen (signaaltransductie). Tyrosine maakt deel uit van een bepaalde membraanreceptor, de zogenaamde receptor-tyrosinekinase (RTK). Membraanreceptoren hebben een extracellulair domein en 
nl|een intracellulair domein. RTK kan, door de aanwezigheid van signaalmoleculen buiten de cel, met een andere receptor binden, een proces genaamd dimerisatie. Wanneer dit gebeurt, zullen de intracellulaire domeinen van RTK geactiveerd worden. Dit zijn tyrosine-kinasen. Tussen de geactiveerde domeinen treedt fosforylering op. De aromatische zijketen van tyrosine fungeert als 
nl|ontvanger van fosfaatgroepen. Feest- en gedenkdagen zijn dagen waarin een historische gebeurtenis of historisch feit op nationale of internationale schaal algemeen of door bepaalde groepen in de maatschappij worden herdacht. Feestdagen die bij wet vastgelegd zijn en waarop werknemers doorgaans vrijaf hebben zijn wettelijke of officiële feestdagen. Carnaval is van oorsprong een 
nl|gekerstend heidens volksfeest. Het valt binnen de christelijke traditie op de zondag, maandag en dinsdag direct voorafgaand aan de vastentijd van 40 dagen. Nederland is een van de samenstellende landen van het Koninkrijk der Nederlanden Het land ligt voor het overgrote deel in het noordwesten van Europa, aan de Noordzee, aangevuld met 
nl|drie bijzondere gemeenten in de Caribische Zee. Europees Nederland wordt in het zuiden begrensd door België, langs de oostgrens door Duitsland en aan west- en noordzijde door de zee. De hoofdstad van Nederland is Amsterdam, de regeringszetel is Den Haag. Nederland heeft een inwonertal van 17.084.719 (2017) en met een oppervlakte 
